source,target,correlation,uncorrected p,FDR
6135,6138,0.568,0.00130901,0.0350897
30061,6925,0.568,0.00130901,0.0350897
11167,1300,0.568,0.00130901,0.0350897
6083,6181,0.568,0.00131459,0.0352211
2665,6181,0.568,0.00131459,0.0352211
6191,6205,0.568,0.00132241,0.0353359
11167,6189,0.567,0.00132464,0.0353359
4060,9403,0.567,0.00132464,0.0353359
3150,54940,0.567,0.00132464,0.0353359
4673,6130,0.567,0.00132464,0.0353359
6146,6209,0.567,0.00132464,0.0353359
170622,4673,0.567,0.00132464,0.0353359
6139,6206,0.567,0.00132464,0.0353359
388677,64710,0.567,0.00132464,0.0353359
3799,4179,0.567,0.00132464,0.0353359
6166,6201,0.567,0.00132464,0.0353359
1513,2200,0.567,0.00132464,0.0353359
25878,8404,0.567,0.00132464,0.0353359
4256,6144,0.567,0.00134043,0.0356476
10899,1153,0.567,0.00134043,0.0356476
23471,387,0.567,0.00134043,0.0356476
3842,5757,0.567,0.00134043,0.0356476
6142,6222,0.567,0.00134043,0.0356476
6157,6175,0.567,0.00134043,0.0356476
4666,6141,0.567,0.00134043,0.0356476
54829,6925,0.567,0.00134043,0.0356476
3685,647979,0.567,0.00135638,0.0359251
10480,6083,0.567,0.00135638,0.0359251
51386,6223,0.567,0.00135638,0.0359251
6164,6235,0.567,0.00135638,0.0359251
6124,6159,0.567,0.00135638,0.0359251
6167,6209,0.567,0.00135638,0.0359251
6160,6217,0.567,0.00135638,0.0359251
22872,9168,0.567,0.00135638,0.0359251
7311,9045,0.567,0.00135638,0.0359251
4736,6161,0.567,0.00135638,0.0359251
1290,30061,0.567,0.00135638,0.0359251
1291,3688,0.567,0.00135638,0.0359251
522,8553,0.566,0.0013725,0.0362783
4869,6203,0.566,0.0013725,0.0362783
1937,293,0.566,0.0013725,0.0362783
25912,51643,0.566,0.0013725,0.0362783
6122,6234,0.566,0.0013725,0.0362783
6143,6164,0.566,0.0013725,0.0362783
165,8404,0.566,0.0013725,0.0362783
10109,2335,0.566,0.00138878,0.0365695
7431,84790,0.566,0.00138878,0.0365695
6144,6224,0.566,0.00138878,0.0365695
1915,6234,0.566,0.00138878,0.0365695
1938,6130,0.566,0.00138878,0.0365695
6130,6133,0.566,0.00138878,0.0365695
2665,6083,0.566,0.00138878,0.0365695
3178,6229,0.566,0.00138878,0.0365695
6124,6139,0.566,0.00138878,0.0365695
5042,6187,0.566,0.00138878,0.0365695
2200,54407,0.566,0.00138878,0.0365695
6159,6228,0.565,0.00139466,0.0367151
1915,8724,0.565,0.00140524,0.0368445
5872,6176,0.565,0.00140524,0.0368445
5885,7555,0.565,0.00140524,0.0368445
1300,754,0.565,0.00140524,0.0368445
1213,84790,0.565,0.00140524,0.0368445
1915,6083,0.565,0.00140524,0.0368445
6122,6223,0.565,0.00140524,0.0368445
1153,6229,0.565,0.00140524,0.0368445
54543,6235,0.565,0.00140524,0.0368445
6230,6233,0.565,0.00140524,0.0368445
2665,6218,0.565,0.00140524,0.0368445
23405,8073,0.565,0.00140524,0.0368445
1300,4082,0.565,0.00140524,0.0368445
50809,6205,0.565,0.0014195,0.0371214
1490,8848,0.565,0.00142186,0.0371214
3151,51372,0.565,0.00142186,0.0371214
517,8073,0.565,0.00142186,0.0371214
4904,7431,0.565,0.00142186,0.0371214
26986,6234,0.565,0.00142186,0.0371214
6129,6204,0.565,0.00142186,0.0371214
50809,51386,0.565,0.00142186,0.0371214
6157,6234,0.565,0.00142186,0.0371214
6159,6175,0.565,0.00142186,0.0371214
6165,6208,0.565,0.00142186,0.0371214
4904,6142,0.564,0.00143865,0.037326
6142,7168,0.564,0.00143865,0.037326
2665,7168,0.564,0.00143865,0.037326
1933,4256,0.564,0.00143865,0.037326
515,6647,0.564,0.00143865,0.037326
27250,6430,0.564,0.00143865,0.037326
11335,9295,0.564,0.00143865,0.037326
3646,6141,0.564,0.00143865,0.037326
6208,6229,0.564,0.00143865,0.037326
10457,3119,0.564,0.00143865,0.037326
6218,6232,0.564,0.00143865,0.037326
3921,6128,0.564,0.00143865,0.037326
2665,6206,0.564,0.00143865,0.037326
4904,9168,0.564,0.00143865,0.037326
302,9168,0.564,0.00143865,0.037326
6173,7311,0.564,0.00143865,0.037326
6135,6165,0.564,0.00143865,0.037326
6141,6205,0.564,0.00144472,0.0374742
6218,6228,0.564,0.00145321,0.0376443
3181,3187,0.564,0.00145561,0.0376443
6187,6217,0.564,0.00145561,0.0376443
2665,6193,0.564,0.00145561,0.0376443
641638,9045,0.564,0.00145561,0.0376443
54543,6138,0.564,0.00145561,0.0376443
6129,6132,0.564,0.00145561,0.0376443
563,6500,0.564,0.00145561,0.0376443
6168,6222,0.564,0.00145561,0.0376443
6158,6222,0.564,0.00145561,0.0376443
6203,8404,0.563,0.00147275,0.038012
10627,1300,0.563,0.00147275,0.038012
6129,6234,0.563,0.00147275,0.038012
4512,51522,0.563,0.00147275,0.038012
25800,50848,0.563,0.00147275,0.038012
6166,6208,0.563,0.00147275,0.038012
3491,6423,0.563,0.00147275,0.038012
6142,6228,0.563,0.00148761,0.0383259
11031,1462,0.563,0.00149006,0.0383259
3956,8724,0.563,0.00149006,0.0383259
677,678,0.563,0.00149006,0.0383259
27075,6902,0.563,0.00149006,0.0383259
3646,6133,0.563,0.00149006,0.0383259
6157,6193,0.563,0.00149006,0.0383259
375,9528,0.563,0.00149006,0.0383259
2665,6227,0.563,0.00149006,0.0383259
23521,5204,0.563,0.00149006,0.0383259
6133,6235,0.563,0.00149006,0.0383259
6207,6208,0.562,0.00150508,0.0386231
23471,7058,0.562,0.00150755,0.0386231
1072,7114,0.562,0.00150755,0.0386231
6128,6129,0.562,0.00150755,0.0386231
4869,6128,0.562,0.00150755,0.0386231
9045,9349,0.562,0.00150755,0.0386231
1974,4537,0.562,0.00150755,0.0386231
6133,6223,0.562,0.00150755,0.0386231
6217,6233,0.562,0.00150755,0.0386231
6232,6233,0.562,0.00150755,0.0386231
7431,8404,0.562,0.00150755,0.0386231
6169,6218,0.562,0.00151388,0.0387472
10399,6169,0.562,0.00151388,0.0387472
6144,6205,0.562,0.00151388,0.0387472
25873,4736,0.562,0.00151388,0.0387472
2665,6207,0.562,0.00152272,0.0388845
4666,6136,0.562,0.00152272,0.0388845
4904,6157,0.562,0.00152521,0.0388845
11167,6157,0.562,0.00152521,0.0388845
1300,3939,0.562,0.00152521,0.0388845
11059,3895,0.562,0.00152521,0.0388845
6129,6189,0.562,0.00152521,0.0388845
2879,6166,0.562,0.00152521,0.0388845
170622,6083,0.562,0.00152521,0.0388845
2665,50809,0.562,0.00152521,0.0388845
57142,5861,0.562,0.00152521,0.0388845
25878,3491,0.562,0.00152521,0.0388845
1303,1982,0.561,0.00154054,0.0391669
170622,8724,0.561,0.00154306,0.0391669
3500,972,0.561,0.00154306,0.0391669
6129,6188,0.561,0.00154306,0.0391669
1915,6152,0.561,0.00154306,0.0391669
6202,6234,0.561,0.00154306,0.0391669
10632,6188,0.561,0.00154306,0.0391669
6134,6157,0.561,0.00154306,0.0391669
1936,6129,0.561,0.00154306,0.0391669
6164,6189,0.561,0.00154306,0.0391669
2200,7168,0.561,0.00154306,0.0391669
2200,4082,0.561,0.00154306,0.0391669
6228,678,0.561,0.00154952,0.0392927
6169,6206,0.561,0.00154952,0.0392927
103910,54407,0.561,0.00156108,0.0394611
103,10628,0.561,0.00156108,0.0394611
6142,6227,0.561,0.00156108,0.0394611
6138,6218,0.561,0.00156108,0.0394611
5204,6167,0.561,0.00156108,0.0394611
25800,4179,0.561,0.00156108,0.0394611
3688,7431,0.561,0.00156108,0.0394611
1009,7431,0.561,0.00156108,0.0394611
4666,4942,0.56,0.00157929,0.0397766
23521,8404,0.56,0.00157929,0.0397766
7163,928,0.56,0.00157929,0.0397766
25800,509,0.56,0.00157929,0.0397766
6156,6235,0.56,0.00157929,0.0397766
6130,9349,0.56,0.00157929,0.0397766
4666,6206,0.56,0.00157929,0.0397766
515,6993,0.56,0.00157929,0.0397766
10632,9045,0.56,0.00157929,0.0397766
6189,6210,0.56,0.00157929,0.0397766
10933,6925,0.56,0.00157929,0.0397766
1513,3688,0.56,0.00157929,0.0397766
11167,170622,0.56,0.00159768,0.040027
10933,79718,0.56,0.00159768,0.040027
25878,4637,0.56,0.00159768,0.040027
1213,302,0.56,0.00159768,0.040027
23521,293,0.56,0.00159768,0.040027
4736,5042,0.56,0.00159768,0.040027
51386,6135,0.56,0.00159768,0.040027
6138,6206,0.56,0.00159768,0.040027
2197,23521,0.56,0.00159768,0.040027
5204,6124,0.56,0.00159768,0.040027
6144,6218,0.56,0.00159768,0.040027
2969,9295,0.56,0.00159768,0.040027
10159,5230,0.56,0.00159768,0.040027
3190,6726,0.56,0.00159768,0.040027
3799,9584,0.56,0.00159768,0.040027
3688,7168,0.56,0.00159768,0.040027
1009,3491,0.56,0.00159768,0.040027
677,8404,0.56,0.00159768,0.040027
6167,6169,0.559,0.00160435,0.0401844
7168,901,0.559,0.00161626,0.0403179
11331,5689,0.559,0.00161626,0.0403179
647979,7494,0.559,0.00161626,0.0403179
29997,4673,0.559,0.00161626,0.0403179
3921,6173,0.559,0.00161626,0.0403179
6141,6175,0.559,0.00161626,0.0403179
5042,6193,0.559,0.00161626,0.0403179
25832,6171,0.559,0.00161626,0.0403179
514,7184,0.559,0.00161626,0.0403179
1290,7431,0.559,0.00161626,0.0403179
3646,6181,0.559,0.001623,0.0404763
6205,7168,0.559,0.00163239,0.0405626
6281,6876,0.559,0.00163239,0.0405626
1937,6169,0.559,0.00163239,0.0405626
1938,6136,0.559,0.00163239,0.0405626
6152,7168,0.559,0.00163502,0.0405626
539,8665,0.559,0.00163502,0.0405626
3107,514,0.559,0.00163502,0.0405626
3956,4904,0.559,0.00163502,0.0405626
170960,9584,0.559,0.00163502,0.0405626
4666,6189,0.559,0.00163502,0.0405626
3303,7163,0.559,0.00163502,0.0405626
2512,3106,0.559,0.00163502,0.0405626
6139,6167,0.559,0.00163502,0.0405626
4869,6224,0.559,0.00163502,0.0405626
1973,51622,0.559,0.00163502,0.0405626
5478,9168,0.558,0.00164183,0.0407218
54543,6205,0.558,0.00165132,0.0408674
3020,9584,0.558,0.00165398,0.0408674
7514,9445,0.558,0.00165398,0.0408674
1936,6217,0.558,0.00165398,0.0408674
6156,6206,0.558,0.00165398,0.0408674
6142,6204,0.558,0.00165398,0.0408674
5042,6194,0.558,0.00165398,0.0408674
6727,9528,0.558,0.00165398,0.0408674
1937,6155,0.558,0.00165398,0.0408674
6122,6217,0.558,0.00165398,0.0408674
5204,54543,0.558,0.00165398,0.0408674
6157,6202,0.558,0.00165398,0.0408674
6133,6218,0.558,0.00165398,0.0408674
427,665,0.558,0.00167044,0.0411162
387,6281,0.558,0.00167044,0.0411162
11031,25878,0.558,0.00167312,0.0411162
3490,6134,0.558,0.00167312,0.0411162
2197,689,0.558,0.00167312,0.0411162
387,6876,0.558,0.00167312,0.0411162
11031,7846,0.558,0.00167312,0.0411162
10376,514,0.558,0.00167312,0.0411162
5042,6135,0.558,0.00167312,0.0411162
1915,4666,0.558,0.00167312,0.0411162
23521,6138,0.558,0.00167312,0.0411162
6128,6130,0.558,0.00167312,0.0411162
6157,6168,0.558,0.00167312,0.0411162
23521,6134,0.558,0.00167312,0.0411162
6152,6218,0.558,0.00167312,0.0411162
57570,7514,0.558,0.00167312,0.0411162
170622,6160,0.558,0.00167312,0.0411162
3190,9782,0.558,0.00167312,0.0411162
1300,4060,0.558,0.00167312,0.0411162
6134,6136,0.557,0.00168975,0.0414447
5376,7431,0.557,0.00169246,0.0414447
11315,11331,0.557,0.00169246,0.0414447
25912,2752,0.557,0.00169246,0.0414447
4282,6130,0.557,0.00169246,0.0414447
1915,6141,0.557,0.00169246,0.0414447
6083,6230,0.557,0.00169246,0.0414447
1462,30061,0.557,0.00169246,0.0414447
11167,1513,0.557,0.00169246,0.0414447
23022,6925,0.557,0.00169246,0.0414447
1293,1982,0.557,0.00169948,0.0416069
3122,7114,0.557,0.00171198,0.0417952
6500,7529,0.557,0.00171198,0.0417952
2879,6160,0.557,0.00171198,0.0417952
6170,6206,0.557,0.00171198,0.0417952
10159,7114,0.557,0.00171198,0.0417952
6227,7311,0.557,0.00171198,0.0417952
1513,2335,0.557,0.00171198,0.0417952
10632,539,0.556,0.00173171,0.0421582
6129,9349,0.556,0.00173171,0.0421582
6132,6173,0.556,0.00173171,0.0421582
5204,6130,0.556,0.00173171,0.0421582
6188,6229,0.556,0.00173171,0.0421582
11224,6166,0.556,0.00173171,0.0421582
6423,6876,0.556,0.00173171,0.0421582
100133941,3939,0.556,0.00175163,0.0424744
23204,4512,0.556,0.00175163,0.0424744
302,5376,0.556,0.00175163,0.0424744
3646,6167,0.556,0.00175163,0.0424744
23521,6156,0.556,0.00175163,0.0424744
6122,6227,0.556,0.00175163,0.0424744
3921,4282,0.556,0.00175163,0.0424744
23521,29997,0.556,0.00175163,0.0424744
10632,6139,0.556,0.00175163,0.0424744
6146,6158,0.556,0.00175163,0.0424744
1213,3320,0.556,0.00175163,0.0424744
6169,6193,0.555,0.00175887,0.0426401
1508,3119,0.555,0.00176894,0.0427138
6133,6136,0.555,0.00176894,0.0427138
11031,2200,0.555,0.00177175,0.0427138
567,801,0.555,0.00177175,0.0427138
4697,57515,0.555,0.00177175,0.0427138
1915,6193,0.555,0.00177175,0.0427138
26986,4666,0.555,0.00177175,0.0427138
4869,6135,0.555,0.00177175,0.0427138
1191,283131,0.555,0.00177175,0.0427138
29997,4736,0.555,0.00177175,0.0427138
6209,8667,0.555,0.00177175,0.0427138
6159,6206,0.555,0.00177175,0.0427138
1295,6925,0.555,0.00177175,0.0427138
1277,1295,0.555,0.00177175,0.0427138
10631,6876,0.555,0.00177175,0.0427138
1281,1982,0.555,0.00177906,0.0428406
25873,6193,0.555,0.00177906,0.0428406
51386,6136,0.555,0.00177906,0.0428406
6205,6208,0.555,0.00177906,0.0428406
6144,6207,0.555,0.00178923,0.0429255
3312,6217,0.555,0.00179206,0.0429255
25912,7170,0.555,0.00179206,0.0429255
1513,2512,0.555,0.00179206,0.0429255
6223,8404,0.555,0.00179206,0.0429255
2335,5376,0.555,0.00179206,0.0429255
10109,1634,0.555,0.00179206,0.0429255
375,50848,0.555,0.00179206,0.0429255
2665,6142,0.555,0.00179206,0.0429255
3178,6155,0.555,0.00179206,0.0429255
2512,3119,0.555,0.00179206,0.0429255
2665,6223,0.555,0.00179206,0.0429255
1936,641638,0.555,0.00179206,0.0429255
5042,6224,0.555,0.00179206,0.0429255
6083,6222,0.555,0.00179206,0.0429255
4736,6165,0.555,0.00179206,0.0429255
51386,6210,0.555,0.00179206,0.0429255
6159,6169,0.554,0.00180973,0.0432381
1982,7077,0.554,0.00180973,0.0432381
1982,3688,0.554,0.00180973,0.0432381
6233,6414,0.554,0.00181258,0.0432381
3309,928,0.554,0.00181258,0.0432381
1936,6235,0.554,0.00181258,0.0432381
10399,5042,0.554,0.00181258,0.0432381
4697,6902,0.554,0.00181258,0.0432381
4666,6122,0.554,0.00181258,0.0432381
6168,6191,0.554,0.00181258,0.0432381
1937,1938,0.554,0.00181258,0.0432381
11224,6124,0.554,0.00181258,0.0432381
1933,6235,0.554,0.00181258,0.0432381
4666,6159,0.554,0.00181258,0.0432381
6165,9045,0.554,0.00181258,0.0432381
165,3688,0.554,0.00181258,0.0432381
1291,6281,0.554,0.00183042,0.0436126
25873,6206,0.554,0.00183042,0.0436126
11031,6925,0.554,0.00183331,0.0436126
4904,6134,0.554,0.00183331,0.0436126
6129,6227,0.554,0.00183331,0.0436126
4666,4869,0.554,0.00183331,0.0436126
1938,6206,0.554,0.00183331,0.0436126
427,50848,0.553,0.00185133,0.04389
1513,5660,0.553,0.00185423,0.04389
7078,9403,0.553,0.00185423,0.04389
293,6130,0.553,0.00185423,0.04389
6083,6164,0.553,0.00185423,0.04389
6164,9045,0.553,0.00185423,0.04389
4282,6223,0.553,0.00185423,0.04389
6137,6203,0.553,0.00185423,0.04389
6160,6232,0.553,0.00185423,0.04389
1937,6170,0.553,0.00185423,0.04389
6203,8665,0.553,0.00185423,0.04389
2197,7311,0.553,0.00185423,0.04389
1291,6876,0.553,0.00185423,0.04389
30061,3685,0.553,0.00185423,0.04389
3688,4082,0.553,0.00185423,0.04389
25912,4710,0.553,0.00187537,0.0442295
10521,26986,0.553,0.00187537,0.0442295
6189,6202,0.553,0.00187537,0.0442295
2665,51637,0.553,0.00187537,0.0442295
6130,6157,0.553,0.00187537,0.0442295
3106,5552,0.553,0.00187537,0.0442295
3105,8519,0.553,0.00187537,0.0442295
6129,6193,0.553,0.00187537,0.0442295
4736,6227,0.553,0.00187537,0.0442295
10933,1462,0.553,0.00187537,0.0442295
10399,6205,0.553,0.00188307,0.0443909
6155,6228,0.552,0.00189375,0.0444811
11031,800,0.552,0.00189671,0.0444811
6193,8404,0.552,0.00189671,0.0444811
6209,689,0.552,0.00189671,0.0444811
1933,6132,0.552,0.00189671,0.0444811
11331,1937,0.552,0.00189671,0.0444811
6159,9349,0.552,0.00189671,0.0444811
6122,6229,0.552,0.00189671,0.0444811
4170,54543,0.552,0.00189671,0.0444811
6155,6218,0.552,0.00189671,0.0444811
6201,6218,0.552,0.00189671,0.0444811
6158,6235,0.552,0.00189671,0.0444811
1936,6132,0.552,0.00189671,0.0444811
754,9168,0.552,0.00189671,0.0444811
7077,8483,0.552,0.00189671,0.0444811
1293,30851,0.552,0.00189671,0.0444811
54543,6169,0.552,0.00191528,0.0448251
10632,6136,0.552,0.00191528,0.0448251
11031,3956,0.552,0.00191826,0.0448251
6147,6173,0.552,0.00191826,0.0448251
11224,293,0.552,0.00191826,0.0448251
6122,6141,0.552,0.00191826,0.0448251
1938,6137,0.552,0.00191826,0.0448251
6139,6155,0.552,0.00191826,0.0448251
4508,4537,0.552,0.00191826,0.0448251
6166,6168,0.552,0.00191826,0.0448251
23196,7316,0.551,0.00193701,0.045101
5689,6426,0.551,0.00194002,0.045101
6282,9168,0.551,0.00194002,0.045101
4072,6902,0.551,0.00194002,0.045101
1293,7846,0.551,0.00194002,0.045101
1915,5042,0.551,0.00194002,0.045101
6152,8667,0.551,0.00194002,0.045101
1938,6160,0.551,0.00194002,0.045101
54543,6209,0.551,0.00194002,0.045101
6137,6152,0.551,0.00194002,0.045101
6152,6232,0.551,0.00194002,0.045101
4513,5800,0.551,0.00194002,0.045101
3107,972,0.551,0.00194002,0.045101
26986,293,0.551,0.00194002,0.045101
3646,4831,0.551,0.00194002,0.045101
293,6132,0.551,0.00194002,0.045101
8665,9045,0.551,0.00194002,0.045101
30851,6925,0.551,0.00194002,0.045101
6157,6207,0.551,0.00194796,0.0452754
25873,6217,0.551,0.00195896,0.0454194
1350,6166,0.551,0.001962,0.0454194
6142,8404,0.551,0.001962,0.0454194
23158,3020,0.551,0.001962,0.0454194
10109,1462,0.551,0.001962,0.0454194
25912,4582,0.551,0.001962,0.0454194
6124,7311,0.551,0.001962,0.0454194
6170,6202,0.551,0.001962,0.0454194
4736,6235,0.551,0.001962,0.0454194
1933,6152,0.551,0.001962,0.0454194
4256,665,0.551,0.001962,0.0454194
378,5861,0.551,0.001962,0.0454194
387,5861,0.551,0.001962,0.0454194
6152,6205,0.551,0.00197002,0.0455847
2597,5250,0.55,0.00198419,0.0457198
4256,6155,0.55,0.00198419,0.0457198
11034,7529,0.55,0.00198419,0.0457198
23204,3190,0.55,0.00198419,0.0457198
23158,359948,0.55,0.00198419,0.0457198
1293,22872,0.55,0.00198419,0.0457198
3956,84790,0.55,0.00198419,0.0457198
6156,6210,0.55,0.00198419,0.0457198
1937,4831,0.55,0.00198419,0.0457198
23521,8665,0.55,0.00198419,0.0457198
6158,6217,0.55,0.00198419,0.0457198
6143,6160,0.55,0.00198419,0.0457198
678,718,0.55,0.00198419,0.0457198
28972,6500,0.55,0.00198419,0.0457198
6902,7529,0.55,0.00198419,0.0457198
6193,6228,0.55,0.00199229,0.0458962
6136,6228,0.55,0.00200042,0.045992
1462,8724,0.55,0.0020066,0.045992
30061,678,0.55,0.0020066,0.045992
10109,23022,0.55,0.0020066,0.045992
51386,6129,0.55,0.0020066,0.045992
5042,6210,0.55,0.0020066,0.045992
4869,6146,0.55,0.0020066,0.045992
6134,6164,0.55,0.0020066,0.045992
4904,7846,0.55,0.0020066,0.045992
3178,6194,0.55,0.0020066,0.045992
30061,800,0.55,0.0020066,0.045992
1982,5230,0.55,0.00201478,0.0461693
1009,378,0.549,0.00202923,0.0463577
10109,800,0.549,0.00202923,0.0463577
3685,7846,0.549,0.00202923,0.0463577
4736,6191,0.549,0.00202923,0.0463577
2879,6218,0.549,0.00202923,0.0463577
11059,4513,0.549,0.00202923,0.0463577
170622,6133,0.549,0.00202923,0.0463577
51637,6166,0.549,0.00202923,0.0463577
6141,6166,0.549,0.00202923,0.0463577
3956,6925,0.549,0.00202923,0.0463577
6144,6181,0.549,0.00203749,0.0465362
1508,3688,0.549,0.00204893,0.0467158
11031,54407,0.549,0.00205207,0.0467158
5250,8665,0.549,0.00205207,0.0467158
4718,93621,0.549,0.00205207,0.0467158
3150,93621,0.549,0.00205207,0.0467158
10959,4082,0.549,0.00205207,0.0467158
51386,6142,0.549,0.00205207,0.0467158
1933,6224,0.549,0.00205207,0.0467158
6167,6224,0.549,0.00205207,0.0467158
4673,6142,0.549,0.00205207,0.0467158
4666,6133,0.549,0.00205207,0.0467158
6138,8665,0.549,0.00205207,0.0467158
1843,7316,0.549,0.00205207,0.0467158
6083,6205,0.549,0.00206042,0.0468955
3192,57570,0.548,0.00207197,0.0470149
6205,9045,0.548,0.00207197,0.0470149
3312,6133,0.548,0.00207514,0.0470149
6217,8483,0.548,0.00207514,0.0470149
3119,718,0.548,0.00207514,0.0470149
22872,7077,0.548,0.00207514,0.0470149
1936,9045,0.548,0.00207514,0.0470149
6133,6159,0.548,0.00207514,0.0470149
10399,6235,0.548,0.00207514,0.0470149
3921,9045,0.548,0.00207514,0.0470149
6137,6206,0.548,0.00207514,0.0470149
4673,6139,0.548,0.00207514,0.0470149
5042,641638,0.548,0.00207514,0.0470149
27020,6500,0.548,0.00207514,0.0470149
6165,6173,0.548,0.00207514,0.0470149
3178,6161,0.548,0.00207514,0.0470149
387,9403,0.548,0.00207514,0.0470149
4060,54407,0.548,0.00207514,0.0470149
6281,800,0.548,0.00208357,0.0471956
6124,6228,0.548,0.00209523,0.0473163
6156,6169,0.548,0.00209523,0.0473163
5376,7078,0.548,0.00209844,0.0473163
522,6647,0.548,0.00209844,0.0473163
4831,6159,0.548,0.00209844,0.0473163
6164,6201,0.548,0.00209844,0.0473163
6170,6235,0.548,0.00209844,0.0473163
3921,6134,0.548,0.00209844,0.0473163
1937,6133,0.548,0.00209844,0.0473163
10399,6206,0.548,0.00209844,0.0473163
6201,6230,0.548,0.00209844,0.0473163
11224,6168,0.548,0.00209844,0.0473163
1278,8483,0.548,0.00209844,0.0473163
165,3685,0.548,0.00209844,0.0473163
6206,6228,0.548,0.00210695,0.0474877
1508,7114,0.548,0.00210695,0.0474877
1300,9403,0.547,0.00212196,0.047661
1277,378,0.547,0.00212196,0.047661
